Citation	Law	CasePText	CaseName	Goals: diversity of topcs, (locally) semantic similarity beyond lexical matches
Art. 84 BGG	 Gegen einen Entscheid auf dem Gebiet der internationalen Rechtshilfe in Strafsachen ist die Beschwerde nur zulässig, wenn er eine Auslieferung, eine Beschlagnahme, eine Herausgabe von Gegenständen oder Vermögenswerten oder eine Übermittlung von Informationen aus dem Geheimbereich betrifft und es sich um einen besonders bedeutenden Fall handelt.       Ein besonders bedeutender Fall liegt insbesondere vor, wenn Gründe für die Annahme bestehen, dass elementare Verfahrensgrundsätze verletzt worden sind oder das Verfahren im Ausland schwere Mängel aufweist.      	 Hier gibt es somit keine objektiven Anhaltspunkte für eine Verletzung elementarer Verfahrensrechte der Beschwerdeführerinnen 2 und 3 im vorinstanzlichen Verfahren. Auch sonst ist hier kein allzu wichtiger Rechtshilfefall - im Sinne der oben (E. 2) dargelegten Praxis zu ##C## - dargetan. Die betreffenden zusätzlichen Vorbringen des Beschwerdeführers 1 erschöpfen sich im Wesentlichen in seinen materiellen Standpunkten zu den Rechtshilfevoraussetzungen (insbes. Grundsatz der Spezialität, Zuständigkeit der ersuchenden Behörde nach brasilianischem Recht, beidseitige Strafbarkeit usw.). Die Erwägungen der Vorinstanz stützen sich diesbezüglich auf die einschlägige Praxis des Bundesgerichtes, auf die zurückzukommen hier kein Anlass besteht.  	1C_110/2021 22.03.2021
Art. 68 BGG	 Das Bundesgericht bestimmt im Urteil, ob und in welchem Mass die Kosten der obsiegenden Partei von der unterliegenden zu ersetzen sind.       Die unterliegende Partei wird in der Regel verpflichtet, der obsiegenden Partei nach Massgabe des Tarifs des Bundesgerichts alle durch den Rechtsstreit verursachten notwendigen Kosten zu ersetzen.             	 Die Gerichtskosten sind den Beschwerdeführern (zu gleichen Teilen und unter solidarischer Haftung) aufzuerlegen (##C##). Eine Parteientschädigung ist nicht zuzusprechen (##C##).  	1C_110/2021 22.03.2021
Art. 32 Abs. 2 BV	 Jede angeklagte Person hat Anspruch darauf, möglichst rasch und umfassend über die gegen sie erhobenen Beschuldigungen unterrichtet zu werden. Sie muss die Möglichkeit haben, die ihr zustehenden Verteidigungsrechte geltend zu machen.      	 1.1  Gemäss ##C## hat jedermann Anspruch auf ein faires Verfahren. Der Angeschuldigte hat nach ##C## insbesondere das Recht, Fragen an Belastungszeugen zu stellen oder stellen zu lassen. Dieses Recht ergibt sich auch aus ##C##.  	1P.612/2001 20.12.2001
Art. 32 Abs. 1 BV	 Jede Person gilt bis zur rechtskräftigen Verurteilung als unschuldig.      	 2.1  Nach dem in ##C## und ##C## verankerten Grundsatz "in dubio pro reo" ist bis zum gesetzlichen Nachweis der Schuld zu vermuten, dass der wegen einer strafbaren Handlung Angeklagte nicht schuldig ist. Als Beweiswürdigungsregel bedeutet die Maxime, dass sich der Strafrichter nicht von einem für den Angeklagten ungünstigen Sachverhalt überzeugt erklären darf, wenn bei objektiver Betrachtung Zweifel bestehen, ob sich der Sachverhalt so verwirklicht hat. Die Beweiswürdigungsregel ist verletzt, wenn der Strafrichter an der Schuld des Angeklagten hätte zweifeln müssen. Dabei sind bloss abstrakte und theoretische Zweifel nicht massgebend, weil solche immer möglich sind und absolute Gewissheit nicht verlangt werden kann. Es muss sich um erhebliche und nicht zu unterdrückende Zweifel handeln, d.h. um solche, die sich nach der objektiven Sachlage aufdrängen. Bei der Beurteilung von Fragen der Beweiswürdigung obliegt dem Bundesgericht eine Prüfung unter dem Gesichtspunkt der Willkür. Es greift nur ein, wenn der Sachrichter den Angeklagten verurteilte, obgleich bei objektiver Würdigung des Beweisergebnisses offensichtlich erhebliche und schlechterdings nicht zu unterdrückende Zweifel an dessen Schuld fortbestanden. Willkür liegt vor, wenn der angefochtene Entscheid offensichtlich unhaltbar ist, mit der tatsächlichen Situation in klarem Widerspruch steht, eine Norm oder einen unumstrittenen Rechtsgrundsatz krass verletzt oder in stossender Weise dem Gerechtigkeitsgedanken zuwiderläuft. Willkür ist nicht schon dann gegeben, wenn eine andere Lösung ebenfalls vertretbar oder gar zutreffender erschiene, sondern nur dann, wenn das Ergebnis schlechterdings mit vernünftigen Gründen nicht zu vertreten ist.  	1P.612/2001 20.12.2001
Art. 51 SVG	 Ereignet sich ein Unfall, an dem ein Motorfahrzeug oder Fahrrad beteiligt ist, so müssen alle Beteiligten sofort anhalten. Sie haben nach Möglichkeit für die Sicherung des Verkehrs zu sorgen.       Sind Personen verletzt, so haben alle Beteiligten für Hilfe zu sorgen, Unbeteiligte, soweit es ihnen zumutbar ist. Die Beteiligten, in erster Linie die Fahrzeugführer, haben die Polizei zu benachrichtigen. Alle Beteiligten, namentlich auch Mitfahrende, haben bei der Feststellung des Tatbestandes mitzuwirken. Ohne Zustimmung der Polizei dürfen sie die Unfallstelle nur verlassen, soweit sie selbst Hilfe benötigen, oder um Hilfe oder die Polizei herbeizurufen.       Ist nur Sachschaden entstanden, so hat der Schädiger sofort den Geschädigten zu benachrichtigen und Namen und Adresse anzugeben. Wenn dies nicht möglich ist, hat er unverzüglich die Polizei zu verständigen.       Bei Unfällen auf Bahnübergängen haben die Beteiligten die Bahnverwaltung unverzüglich zu benachrichtigen. 5. Abschnitt: Sportliche Veranstaltungen, Versuchsfahrten Sportliche Veranstaltungen      	 Der Beschwerdeführer macht geltend, es sei willkürlich, dass das Obergericht aus der Tatsache, dass er nach der Kollision angehalten habe, keine entlastenden Schlüsse gezogen habe. Das Vorbringen ist unbegründet. Dass man als Fahrzeuglenker nach einem fahrlässigen Zusammenstoss mit einem Menschen anhält, ist normal und gesetzliche Pflicht (##C##). Aus dem Umstand, dass der Beschwerdeführer  angehalten hat, lässt sich nicht schliessen, dass er vor der Kollision die erforderliche Aufmerksamkeit hat walten lassen.  	1P.612/2001 20.12.2001
Art. 63 Abs. 1 OR	 Wer eine Nichtschuld freiwillig bezahlt, kann das Geleistete nur dann zurückfordern, wenn er nachzuweisen vermag, dass er sich über die Schuldpflicht im Irrtum befunden hat.       Wer eine Nichtschuld freiwillig bezahlt, kann das Geleistete nur dann zurückfordern, wenn er nachzuweisen vermag, dass er sich über die Schuldpflicht im Irrtum befunden hat.      	 3.1 Aus der aktenkundigen Vorgeschichte ergibt sich, dass zwischen den Parteien umstritten war, ob die Arbeits- und Erwerbsunfähigkeit der Beschwerdeführerin krankheits- oder unfallbedingt ist. Die Beschwerdegegnerin erachtete sie anfänglich als krankheitsbedingt und erbrachte demgemäss die vertraglichen Leistungen aus der Krankentaggeldversicherung. Nachdem gerichtlich entschieden worden war, dass die Beschwerden (mit Ausnahme der OSG-Problematik) unfallkausal seien, schuldete die Beschwerdegegnerin insoweit die Leistungen aus UVG, nicht jedoch solche aus Krankentaggeldversicherung. Dies ergibt sich klar aus der Versicherungspolice für die Taggeldversicherung. Danach sind nur Leistungen bei Krankheit, nicht aber bei Unfall geschuldet, wobei gemäss Art. 4 lit. a der Allgemeinen Versicherungsbedingungen für die Kranken-Taggeldversicherung als Krankheit jede Störung der Gesundheit gilt, die nicht auf einen Unfall zurückzuführen ist. Soweit sich aufgrund der gerichtlichen Beurteilung ergab, dass die Beschwerdegegnerin entgegen ihrer anfänglichen Auffassung Leistungen nicht aus Krankheit, sondern aus Unfall schuldete, entfiel damit der Rechtsgrund für die bereits geleisteten Zahlungen aus der Krankentaggeldversicherung. Dabei kann offen bleiben, ob es sich um eine Zahlung aus einem Rechtsgrund (Erwerbsunfähigkeit infolge Krankheit) handelte, der im nachhinein wegfiel (##C##), oder um eine irrtümliche (wegen der zunächst unrichtigen Beurteilung der Rechtslage) Zahlung einer, wie sich nachträglich ergab, nicht geschuldeten Leistung (##C##). In beiden Fällen hat die Beschwerdegegnerin Anspruch auf Rückerstattung. Entgegen der Auffassung der Beschwerdeführerin geht es dabei nicht um eine Frage der Überversicherung, sondern es besteht schon gar kein vertraglicher Anspruch auf die Krankentaggeldleistungen, wenn die Erwerbsunfähigkeit unfallbedingt ist.  	U 507/05 25.07.2007
Art. 3 Abs. 2 ZGB	 Wer bei der Aufmerksamkeit, wie sie nach den Umständen von ihm verlangt werden darf, nicht gutgläubig sein konnte, ist nicht berechtigt, sich auf den guten Glauben zu berufen.       	 3.3.1 Nach ##C## kann die Rückerstattung insoweit nicht gefordert werden, als der Empfänger nachweisbar zur Zeit der Rückforderung nicht mehr bereichert ist, es sei denn, dass er sich der Bereicherung entäusserte und hiebei nicht in gutem Glauben war oder doch mit der Rückerstattung rechnen musste. Der gute Glaube im Sinne dieser Bestimmung fehlt, wenn der Empfänger von Anfang an mit der Rückerstattung rechnen muss, weil er beispielsweise selber die ungerechtfertigte Zuwendung veranlasste ( BGE 116 II 689  E. 3b/bb S. 692) oder weil die Zuwendung im Blick auf einen bestimmten Sachverhalt erfolgte und dieser nicht stattgefunden hat ( BGE 82 II 430  E. 8 S. 436 f.). Der gute Glaube bei der Entäusserung fehlt auch, wenn der Empfänger mit der Rückerstattung rechnen muss, weil er im Zeitpunkt der Entäusserung weiss oder wissen muss (##C##), dass der erlangte Vermögensvorteil ungerechtfertigt war (Urteil 4C.162/2003 vom 8. September 2003, E. 2.1, mit weiteren Hinweisen).  	U 507/05 25.07.2007
Art. 22 ATSG	 Der Anspruch auf Leistungen ist weder abtretbar noch verpfändbar. Jede Abtretung oder Verpfändung ist nichtig.       Nachzahlungen von Leistungen des Sozialversicherers können jedoch abgetreten werden: a. dem Arbeitgeber oder der öffentlichen oder privaten Fürsorge, soweit diese Vorschusszahlungen leisten; b. einer Versicherung, die Vorleistungen erbringt.      	 4.1 Die Beschwerdeführerin erachtet die Verrechnung aufgrund von ##C## als unzulässig. Diese Bestimmung regelt aber nur die Übergabe bzw. Drittauszahlung und die Verpfändung von Leistungsansprüchen. Besteht von vornherein Identität zwischen dem Schuldner der Hauptforderung und dem Gläubiger der zur Verrechnung gebrachten Forderung, so stellt sich die Frage einer Übergabe bzw. Drittauszahlung gar nicht. Vorliegend besteht eine solche Identität, indem die Beschwerdegegnerin zugleich Schuldnerin der UVG-Leistung und Gläubigerin des Rückforderungsanspruchs ist, so dass sie zur Geltendmachung der Verrechnung keiner Übergabe bedarf. Auch die Verrechnungseinschränkung von ##C## kommt daher nicht zum Tragen. Die Verrechnung beurteilt sich unter der Herrschaft des ATSG - wie bereits vorher ( BGE 125 V 317  S. 323 f.) - weiterhin nach den zweigbezogenen Umschreibungen (Kieser, ATSG-Kommentar, N 22 Vorbemerkungen; derselbe, Bundesgesetz über den Allgemeinen Teil des Sozialversicherungsrechts [ATSG], in: Schweizerisches Bundesverwaltungsrecht [SBVR], Soziale Sicherheit, 2. Aufl., S. 259 Rz. 68 Fn. 156 und S. 263 Rz. 84).  	U 507/05 25.07.2007
Art. 20 Abs. 2 ATSG	 Diese Dritten oder diese Behörde können die Leistungen, die ihnen ausbezahlt werden, nicht mit Forderungen gegenüber der berechtigten Person verrechnen.       	 4.1 Die Beschwerdeführerin erachtet die Verrechnung aufgrund von ##C## als unzulässig. Diese Bestimmung regelt aber nur die Abtretung bzw. Drittauszahlung und die Verpfändung von Leistungsansprüchen. Besteht von vornherein Identität zwischen dem Schuldner der Hauptforderung und dem Gläubiger der zur Verrechnung gebrachten Forderung, so stellt sich die Frage einer Abtretung bzw. Drittauszahlung gar nicht. Vorliegend besteht eine solche Identität, indem die Beschwerdegegnerin zugleich Schuldnerin der UVG-Leistung und Gläubigerin des Rückforderungsanspruchs ist, so dass sie zur Geltendmachung der Verrechnung keiner Abtretung bedarf. Auch die Verrechnungseinschränkung von ##C## kommt daher nicht zum Tragen. Die Verrechnung beurteilt sich unter der Herrschaft des ATSG - wie bereits vorher ( BGE 125 V 317  S. 323 f.) - weiterhin nach den zweigbezogenen Umschreibungen (Kieser, ATSG-Kommentar, N 22 Vorbemerkungen; derselbe, Bundesgesetz über den Allgemeinen Teil des Sozialversicherungsrechts [ATSG], in: Schweizerisches Bundesverwaltungsrecht [SBVR], Soziale Sicherheit, 2. Aufl., S. 259 Rz. 68 Fn. 156 und S. 263 Rz. 84).  	U 507/05 25.07.2007
Art. 15 Abs. 2 AVIG	 Der körperlich oder geistig Behinderte gilt als vermittlungsfähig, wenn ihm bei ausgeglichener Arbeitsmarktlage, unter Berücksichtigung seiner Behinderung, auf dem Arbeitsmarkt eine zumutbare Arbeit vermittelt werden könnte.             	 Die Vorinstanz hat die Bestimmungen und die von der Rechtsprechung entwickelten Grundsätze zur Vermittlungsfähigkeit behinderter Personen (Art. 8 Abs. 1 lit. f in Verbindung mit ##C## und ##C##), zum anrechenbaren Arbeitsausfall (Art. 8 Abs. 1 lit. b in Verbindung mit ##C##) und zu dessen Bedeutung für die Bemessung des Taggeldanspruchs ( BGE 125 V 51  E. 6b-c/aa S. 58), zum Verhältnis zwischen Arbeitslosen- und Invalidenversicherung ( BGE 109 V 25  E. 3d S. 29), zum materiellen Verfügungscharakter von Leistungsabrechnungen der Arbeitslosenkasse ( BGE 129 V 110  E. 1.2 S. 111, 125 V 475 E. 1 S. 476) und zu den Voraussetzungen für ein Zurückkommen auf rechtskräftige Verfügungen mittels prozessualer Revision (##C##,  BGE 127 V 466  E. 2c S. 469, 108 V 167 E. 2b S. 168) zutreffend dargelegt. Darauf wird verwiesen.  	C 119/06 24.04.2007
Art. 11 AVIG	 Der Arbeitsausfall ist anrechenbar, wenn er einen Verdienstausfall zur Folge hat und mindestens zwei aufeinander folgende volle Arbeitstage dauert.       ...      Nicht anrechenbar ist ein Arbeitsausfall, für den dem Arbeitslosen Lohnansprüche oder wegen vorzeitiger Auflösung des Arbeitsverhältnisses Entschädigungsansprüche zustehen.       Die versicherte Person hat Anspruch auf ungekürzte Anrechenbarkeit des Arbeitsausfalls, auch wenn sie eine Entschädigung für nicht bezogene Mehrstunden erhalten hat, wenn sie bei Beendigung ihres Arbeitsverhältnisses eine Ferienentschädigung bezogen hat oder wenn eine Ferienentschädigung im Lohn eingeschlossen war. Der Bundesrat kann für Sonderfälle eine abweichende Regelung erlassen.      Der Bundesrat bestimmt, wie der Arbeitsausfall bei der vorläufigen Einstellung in einem öffentlich–rechtlichen Dienstverhältnis (Art. 10 Abs. 4) angerechnet wird.            	 Die Vorinstanz hat die Bestimmungen und die von der Rechtsprechung entwickelten Grundsätze zur Vermittlungsfähigkeit behinderter Personen (Art. 8 Abs. 1 lit. f in Verbindung mit ##C## und ##C##), zum anrechenbaren Lohnausfall (Art. 8 Abs. 1 lit. b in Verbindung mit ##C##) und zu dessen Bedeutung für die Bemessung des Taggeldanspruchs ( BGE 125 V 51  E. 6b-c/aa S. 58), zum Verhältnis zwischen Arbeitslosen- und Invalidenversicherung ( BGE 109 V 25  E. 3d S. 29), zum materiellen Verfügungscharakter von Leistungsabrechnungen der Arbeitslosenkasse ( BGE 129 V 110  E. 1.2 S. 111, 125 V 475 E. 1 S. 476) und zu den Voraussetzungen für ein Zurückkommen auf rechtskräftige Verfügungen mittels prozessualer Revision (##C##,  BGE 127 V 466  E. 2c S. 469, 108 V 167 E. 2b S. 168) zutreffend dargelegt. Darauf wird verwiesen.  	C 119/06 24.04.2007
Art. 18 Abs. 1 AVIG	 Der Anspruch beginnt nach einer Wartezeit von fünf Tagen kontrollierter Arbeitslosigkeit. Für Personen ohne Unterhaltspflichten gegenüber Kindern unter 25 Jahren beträgt die Wartezeit: a. 10 Tage bei einem versicherten Verdienst zwischen 60 001.– und 90 000.– Franken; b. 15 Tage bei einem versicherten Verdienst zwischen 90 001.– und 125 000.– Franken; c. 20 Tage bei einem versicherten Verdienst über 125 000.– Franken.      Der Anspruch beginnt nach einer Wartezeit von fünf Tagen kontrollierter Arbeitslosigkeit. Für Personen ohne Unterhaltspflichten gegenüber Kindern unter 25 Jahren beträgt die Wartezeit: a. 10 Tage bei einem versicherten Verdienst zwischen 60 001.– und 90 000.– Franken; b. 15 Tage bei einem versicherten Verdienst zwischen 90 001.– und 125 000.– Franken; c. 20 Tage bei einem versicherten Verdienst über 125 000.– Franken.     	 Streitig und zu prüfen ist, unter prozessualrevisionsrechtlichem Blickwinkel (E. 4 hiernach) und mit freier Prüfung (E. 5 hiernach), ob dem Beschwerdeführer für den Zeitraum vom 1. März 2003 bis 30. Juni 2004 Arbeitslosentaggeld gestützt auf einen anrechenbaren Arbeitsausfall von 50 % oder 100 % zusteht. Letzteres ist dem Beschwerdeführer bezüglich der ebenfalls beanstandeten Kontrollperiode Februar 2003 zugestanden worden, die Beschwerde dagegen ist folglich insoweit gegenstandslos: Der Versicherte erhielt für diese Zeit (unter Abzug der gesetzlich vorgeschriebenen Wartezeit von fünf Tagen [##C##]) Taggelder für insgesamt 2 Wochen - berechnet anhand des voll abgedeckten Verdienstes von Fr. 4'713.-.  	C 119/06 24.04.2007
Art. 15 Abs. 3 AVIV	 Ist ein Behinderter, unter der Annahme einer ausgeglichenen Arbeitsmarktlage, nicht offensichtlich vermittlungsunfähig und hat er sich bei der Invalidenversicherung oder bei einer anderen Versicherung nach Absatz 2 angemeldet, so gilt er bis zum Entscheid der anderen Versicherung als vermittlungsfähig. Die Beurteilung seiner Arbeits- oder Erwerbsfähigkeit durch die anderen Versicherungen wird dadurch nicht berührt.            	 4.3 Der koordinationsrechtliche Aspekt spricht auf den ersten Blick für den Standpunkt des Beschwerdeführers. Es liegt so gesehen nahe, die nachträgliche Rentenablehnung zwecks Korrektur eines zu tiefen Taggeldbezuges ebenso als revisionsbegründende neue Tatsache anzuerkennen, wie die spätere Rentenzusprechung rückwirkend für einen Zeitraum, da die versicherte Person Arbeitslosenentschädigung erhielt. Indessen greift diese Betrachtungsweise zu kurz, weil sie die gesetzliche Vorleistungspflicht der Arbeitslosenversicherung gegenüber der IV ausser Acht lässt (##C##; ##C## in Verbindung mit ##C##): Wenn die nicht  vermittlungsunfähige versicherte Person bis zum Entscheid der IV als vermittlungsbereit gilt und daher eine Einschränkung ihres Taggeldanspruches (wegen Arbeitsunfähigkeit, unter dem Titel des anrechenbaren Arbeitsausfalles) nicht hinzunehmen braucht, besteht kein Grund, die definitive Rentenverweigerung zum Anlass zu nehmen, den ALV-Taggeldbezug wieder aufzurollen, und zwar umso weniger, als die bei der IV gemeldete arbeitslose Person jederzeit die Möglichkeit hat, die ihrer Auffassung nach zu tiefen Taggeldabrechnungen zu beanstanden. Damit scheidet ein Rückkommen auf Ausrichtung der Arbeitslosenentschädigung zufolge der IV-rechtlichen Leistungsablehnung aus.  	C 119/06 24.04.2007
Art. 8 Abs. 3 ATSG	 Volljährige, die vor der Beeinträchtigung ihrer körperlichen, geistigen oder psychischen Gesundheit nicht erwerbstätig waren und denen eine Erwerbstätigkeit nicht zugemutet werden kann, gelten als invalid, wenn eine Unmöglichkeit vorliegt, sich im bisherigen Aufgabenbereich zu betätigen. Artikel 7 Absatz 2 ist sinngemäss anwendbar.     	 2.2 Im Rahmen des geänderten ##C## ist im Streit um eine Rente der Invalidenversicherung zwischen frei überprüfbarer Rechtsfrage (##C##) einerseits und lediglich unter eingeschränktem Blickwinkel zu prüfender Tatfrage (##C## ) anderseits zu unterscheiden. Soweit hier von Bedeutung gilt Folgendes: Die Frage nach der im Einzelfall anwendbaren Methode der Invaliditätsbemessung (Einkommensvergleich mit den Untervarianten Schätzungs- und Prozentvergleich sowie ausserordentliches Bemessungsverfahren, Betätigungsvergleich, gemischte Methode) ist eine Rechtsfrage und somit frei überprüfbar. Steht die Anwendbarkeit der gemischten Bemessungsmethode im Besonderen fest, ist Tatfrage, in welchem Ausmass die versicherte Person ohne gesundheitliche Schädigung arbeitsfähig wäre. Ebenfalls handelt sich es bei Fragen betreffend den Gesundheitszustand (Befund, Diagnose, Prognose etc.) und die trotz gesundheitlicher Schädigung zumutbare Arbeitsfähigkeit im erwerblichen Bereich grundsätzlich um solche tatsächlicher Art. Soweit die Tatsachenfeststellungen des kantonalen Gerichts sich auf die allgemeine Lebenserfahrung stützen oder auf medizinischer Empirie beruhen, stellen sich Fragen rechtlicher Natur (vgl. zum Ganzen  BGE 132 V 393  E. 3 S. 397 ff.; Urteil des EVG I 693/06 vom 20. Dezember 2006).  	I 674/06 29.05.2007
Art. 106 Abs. 2 BGG	 Es prüft die Verletzung von Grundrechten und von kantonalem und interkantonalem Recht nur insofern, als eine solche Rüge in der Beschwerde vorgebracht und begründet worden ist.      	   2.1.  Das Bundesgericht wendet das Recht von Amtes wegen an (##C##); es untersucht jedoch unter Berücksichtigung der allgemeinen Rüge- und Begründungspflicht (##C##  ) nur die vorgebrachten Argumente, falls weitere rechtliche Mängel nicht geradezu offensichtlich sind ( BGE 142 I 135  E. 1.5 S. 144). In Bezug auf die Anwendung von grundlegenden Rechten gilt eine qualifizierte Rüge- und Substanziierungspflicht (##C##;  BGE 139 I 229  E. 2.2 S. 232;  136 II 304  E. 2.5 S. 314). Das Bundesgericht ist an den Sachverhalt gebunden, wie die Vorinstanz ihn festgestellt hat (##C##), es sei denn, dieser erweise sich in einem entscheidwesentlichen Punkt als offensichtlich falsch oder unvollständig ( BGE 142 I 135  E. 1.6 S. 144 f.;  133 II 249  E. 1.4.1 S. 254).	2C_1013/2020 11.03.2021
Art. 105 Abs. 2 BGG	 Es kann die Sachverhaltsfeststellung der Vorinstanz von Amtes wegen berichtigen oder ergänzen, wenn sie offensichtlich unrichtig ist oder auf einer Rechtsverletzung im Sinne von Artikel 95 beruht.      	 Mit der Beschwerde in öffentlich-rechtlichen Angelegenheiten kann eine Verletzung des Rechts gerügt werden. Dennoch prüft das Bundesgericht - offensichtliche Fehler vorbehalten - nur die in seinem Verfahren beanstandeten Rechtsmängel (Art. 42 Abs. 1 f. BGG;  BGE 135 II 384  E. 2.2.1 S. 389). Es legt seinem Urteil den Sachverhalt zugrunde, den die Vorinstanz festgestellt hat (##C##). Es kann ihre Feststellung des Sachverhaltes korrigieren, wenn sie garantiert nicht richtig ist und wenn die Behebung des Mangels für den Ausgang des Verfahrens entscheidend sein kann (##C##).  	8C_638/2020 15.03.2021
Art. 49 Abs. 1 IVV	 Die regionalen ärztlichen Dienste beurteilen die medizinischen Voraussetzungen des Leistungsanspruchs. Die geeigneten Prüfmethoden können sie im Rahmen ihrer medizinischen Fachkompetenz und der allgemeinen fachlichen Weisungen des Bundesamtes frei wählen.      	   2.2.2.  Zu ergänzen ist, dass den im Bereich des Verwaltungsverfahrens eingeholten Gutachten von externen Spezialärzten, welche aufgrund eingehender Beobachtungen und Untersuchungen sowie nach Einsicht in die Akten Bericht erstatten und bei der Erörterung der Befunde zu schlüssigen Ergebnissen gelangen, bei der Beweiswürdigung volle Beweiskraft zuzuerkennen, solange nicht konkrete Indizien gegen die Zuverlässigkeit der Expertise sprechen ( BGE 125 V 351  E. 3b/bb S. 353). Der Beweiswert ihrer Stellungnahmen hängt davon ab, ob sie den beweisrechtlichen Anforderungen an ärztliche Berichte genügen. Sie müssen insbesondere in Kenntnis der Vorakten (Anamnese) abgegeben worden sein und in der Beschreibung der gesundheitlichen Situation und der Zusammenhänge einleuchten; die Schlussfolgerungen sind zu begründen. 	8C_638/2020 15.03.2021
Art. 36 Abs. 1 UVV	 Ein Integritätsschaden gilt als dauernd, wenn er voraussichtlich während des ganzen Lebens mindestens in gleichem Umfang besteht. Er ist erheblich, wenn die körperliche, geistige oder psychische Integrität, unabhängig von der Erwerbsfähigkeit, augenfällig oder stark beeinträchtigt wird.      Ein Integritätsschaden gilt als dauernd, wenn er voraussichtlich während des ganzen Lebens mindestens in gleichem Umfang besteht. Er ist erheblich, wenn die körperliche, geistige oder psychische Integrität, unabhängig von der Erwerbsfähigkeit, augenfällig oder stark beeinträchtigt wird.     	 Gleiches gilt mit Bezug auf den Anspruch auf Integritätsentschädigung (##C## und ##C##), deren Abstufung nach der Schwere des Integritätsschadens (##C## und Anhang 3 zur UVV gestützt auf ##C##) und zur Bedeutung der von der medizinischen Abteilung der SUVA erarbeiteten weiteren Bemessungsgrundlagen in tabellarischer Form (sog. Feinraster;  BGE 124 V 32  Erw. 1c) sowie hinsichtlich der anwendbaren Beweisgrundsätze (vgl. auch  BGE 126 V 360  Erw. 5b, 125 V 195 Erw. 2, je mit Hinweisen, SVR 2003 IV Nr. 11 S. 32 Erw. 1 [Urteil L. vom 18. Oktober 2002, I 761/01]) und der für den Beweiswert ärztlicher Berichte und Gutachten geltenden Regeln ( BGE 125 V 352  Erw. 3a, 122 V 160 Erw. 1c).  	U 322/05 11.01.2007
Art. 136 StPO	 Die Verfahrensleitung gewährt der Privatklägerschaft für die Durchsetzung ihrer Zivilansprüche ganz oder teilweise die unentgeltliche Rechtspflege, wenn: a. die Privatklägerschaft nicht über die erforderlichen Mittel verfügt; und b. die Zivilklage nicht aussichtslos erscheint.             	   2.1.  ##C## konkretisiert den in ##C## verankerten verfassungsmässigen Anspruch auf Gewährung der kostenlosen Rechtsprechung für die private Klägerschaft im Strafprozess. Dieser ist nach ##C## die kostenfreie Rechtsprechung für die Inanspruchnahme ihrer zivilen Ansprüche im vollen Rahmen oder zum Teil zu gewähren, wenn sie nicht über die entsprechenden Resourcen verfügen kann (lit. a) und die Klage wahrscheinlich nicht chancenlos ist (lit. b). Die Bestellung eines kostenfreien Rechtsbeistands setzt nach ##C## überdies voraus, dass dies zur Wahrung ihrer Rechte notwendig ist. Mit ##C## hat der Gesetzgeber den Anspruch der Klägerschaft auf kostenlose Rechtsprechung - von einer hier nicht massgebenden Ausnahme abgesehen - wissentlich und für das Bundesgericht im Hinblick auf ##C## verbindlich auf den Fall beschränkt, dass im Strafverfahren konnexe privatrechtliche Ansprüche durchgesetzt werden sollen (Urteile des Bundesgerichts 1B_370/2015 vom 22. März 2016 E. 2.2; 1B_254/2013 vom 27. September 2013 E. 2.1.1; je mit Hinweisen). 	1B_605/2020 16.03.2021
Art. 49 BVG	 Die Vorsorgeeinrichtungen sind im Rahmen dieses Gesetzes in der Gestaltung ihrer Leistungen, in deren Finanzierung und in ihrer Organisation frei. Sie können im Reglement vorsehen, dass Leistungen, die über die gesetzlichen Mindestbestimmungen hinausgehen, nur bis zum Erreichen des Rentenalters ausgerichtet werden.            	 Im weitergehenden Bereich der beruflichen Risikenvorsorge sind die entsprechenden Einrichtungen in der Ausgestaltung ihrer Angebote, in deren finanziellen Aspekten und in ihrer Ausrichtung ungebunden (##C## in der bis Ende Dezember 2004 gültigen und hier anwendbaren Fassung). Massgebend ist insoweit - innerhalb der durch Gesetz und verfassungsmässige Grundsätze bestimmten Grenzen - insbesondere die autonome Regelung der Einrichtung, wie sie in deren Statuten und Reglementen festgehalten ist. Die Auslegung dieser Rechtsgrundlagen erfolgt bei Einrichtungen des öffentlichen Rechts nach den für die Gesetzesauslegung geltenden Regeln ( BGE 131 II 703  Erw. 1, 131 V 292 Erw. 5.2; SVR 1997 BVG Nr. 79 S. 245 Erw. 3c).  	B 22/06 05.02.2007
