text,label
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Im angefochtenen Entscheid werden die einschlägigen Rechtsgrundlagen zutreffend dargelegt. Es betrifft dies die Bestimmungen und Grundsätze über den Begriff der Invalidität, die Voraussetzungen und den Umfang des Rentenanspruchs, die Invaliditätsbemessung nach der allgemeinen Methode des Einkommensvergleichs sowie den Beginn eines allfälligen Rentenanspruchs. Richtig sind ferner die vorinstanzlichen Erwägungen zur Bedeutung ärztlicher Berichte und Gutachten, zu deren Beweiswert und zur Beweiswürdigung. Darauf wird verwiesen. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   4.2 Unter der Herrschaft der bis Ende 2000 gültig gewesenen Vergangenheitsbemessung mit zweijähriger Beitrags- und Bemessungsperiode lehnte es das Eidgenössische Versicherungsgericht in ständiger Rechtsprechung ab, die bei der direkten Bundessteuer zugelassene periodenübergreifende Verlustverrechnung auch für den Bereich des AHV-Beitragsrechts anzuerkennen. Das Gericht hielt fest, ##C## erlaube es lediglich, den im einen Geschäftsjahr der zweijährigen Bemessungsperiode eingetretenen Verlust vom Gewinn des anderen Geschäftsjahres derselben Bemessungsperiode in Abzug zu bringen. ",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Im Einspracheentscheid vom 12. Juli 2005 werden die Bestimmungen und Grundsätze über den Begriff der Invalidität, die Voraussetzungen und den Umfang des Rentenanspruchs, die Invaliditätsbemessung nach der allgemeinen Methode des Einkommensvergleichs sowie die Rechtsprechung zur Bedeutung ärztlicher Berichte und Gutachten richtig dargelegt. Mit der Vorinstanz wird darauf verwiesen. Ebenfalls verwiesen wird auf die zutreffenden Erwägungen des kantonalen Gerichts zum Beweiswert ärztlicher Berichte und Gutachten und zur Beweiswürdigung. Zu ergänzen ist, dass bei rückwirkender Zusprechung einer ab",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Das kantonale Gericht hat die bei der Beurteilung der Streitsache zu beachtenden Gesetzes- und Verordnungsbestimmungen richtig wiedergegeben und auch die hiezu ergangene Rechtsprechung zutreffend dargelegt. Es betrifft dies insbesondere die Pflicht zur Rückerstattung unrechtmässig bezogener Leistungen, die als rückerstattungspflichtig geltenden Empfänger zu Unrecht ausgerichteter Leistungen und die für eine Rückerstattungsforderung verlangten Voraussetzungen für eine Wiedererwägung oder prozessuale Revision der fehlerhaften - auch formlosen - Leistungsgewährung. Darauf wird verwiesen. Die vor",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Die Vorinstanz hat die gesetzlichen Bestimmungen zum Begriff der  Invalidität, zum Umfang und zum Beginn des Rentenanspruchs sowie die von der Rechtsprechung entwickelten Grundsätze, namentlich zur Aufgabe des Arztes oder der Ärztin bei der Bemessung des Invaliditätsgrades sowie zur Beweiswürdigung und zum Beweiswert medizinischer Berichte und Gutachten richtig dargelegt. Hierauf wird verwiesen. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Im Streit um Versicherungsleistungen ist die Überprüfungsbefugnis des Bundesgerichts in rechtlicher und tatsächlicher Hinsicht frei. Sie erstreckt sich auch auf die Angemessenheit des angefochtenen Entscheids. Sodann besteht keine Bindung an die Begehren der Parteien. Geht es im Besonderen um Leistungen der beruflichen Vorsorge, überprüft das Bundesgericht im Rahmen von ##C## die Anwendung kantonalen und kommunalen Vorsorgerechts frei. ",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Das kantonale Gericht hat die Bestimmungen und Grundsätze über die Invalidität, die Invaliditätsbemessung bei erwerbstätigen Versicherten nach der Einkommensvergleichsmethode, die Voraussetzungen und den Umfang des Rentenanspruchs, die Ermittlung des ohne Invalidität erzielbaren Einkommens sowie die Bestimmung des trotz Gesundheitsschädigung zumutbarerweise noch erzielbaren Einkommens nach den vom Bundesamt für Statistik in der Lohnstrukturerhebung ermittelten Tabellenlöhnen und die von diesen zulässigen Abzüge zutreffend dargelegt. Gleiches gilt zur Aufgabe des Arztes im Rahmen der Invalidit",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Wie das kantonale Gericht richtig erkannt hat, sind in zeitlicher Hinsicht grundsätzlich diejenigen Rechtssätze massgebend, welche bei Verwirklichung des zu Rechtsfolgen führenden Sachverhalts Geltung hatten. Am 29. April 2003 wurden - abgesehen von der Zusprechung einer Integritätsentschädigung - die Einstellung von 'Pflegeleistungen und Kostenvergütungen' zum 30. November 2002 sowie von Taggeldern zum 30. November 1998 einerseits und die Ablehnung eines Invalidenrentenanspruchs andererseits verfügt. Entsprechend den allgemeinen intertemporalrechtlichen Regeln sind allfällige Leistungsansprü",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Invalidität ist die voraussichtlich bleibende oder längere Zeit dauernde ganze oder teilweise Erwerbsunfähigkeit. Die Invalidität kann Folge von Geburtsgebrechen, Krankheit oder Unfall sein. Krankheit ist jede Beeinträchtigung der körperlichen, geistigen oder psychischen Gesundheit, die nicht Folge eines Unfalles ist und die eine medizinische Untersuchung oder Behandlung erfordert oder eine Arbeitsunfähigkeit zur Folge hat. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]     2.2. Die Vorinstanz hat die Bestimmungen und Grundsätze zum für die Leistungspflicht des obligatorischen Unfallversicherers vorausgesetzten natürlichen Kausalzusammenhang zwischen Unfall und Gesundheitsschaden und die Rechtsprechung zum Erreichen des Status quo sine vel ante zutreffend dargelegt. Richtig sind auch ihre Erwägungen zum Anspruch auf zweckmässige Behandlung von Unfallfolgen und auf Taggeldleistungen, zum Beweiswert und zur Beweiswürdigung medizinischer Berichte und Gutachten und zum massgebenden Beweisgrad der überwiegenden Wahrscheinlichkeit. Darauf wird verwiesen.",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Das kantonale Gericht hat die für die Beurteilung des umstrittenen Rentenanspruchs massgebenden Rechtsgrundlagen zutreffend dargelegt. Es betrifft dies die Bestimmungen und die von der Rechtsprechung entwickelten, unter der Herrschaft des ATSG weiterhin geltenden Grundsätze über die Begriffe der Erwerbsfähigkeit und Invalidität, die Ermittlung des Invaliditätsgrades voll Erwerbstätiger nach der allgemeinen Methode des Einkommensvergleichs und die Abstufung des Retenanspruchs nach Massgabe des Invaliditätsgrades analog den für die Rentenrevision geltenden Bestimmungen. Ebenfalls richtig wieder",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   4.2 Wie bereits im Einsprache- und im Beschwerdeverfahren stellt die Versicherte den Beweiswert der medizinischen Unterlagen in Frage, indem sie geltend macht, Dr. med. S.________ sei befangen und seine Berichte seien mangelhaft und widersprüchlich. Zudem seien sie weder von der Verwaltung noch von der Vorinstanz kritisch hinterfragt worden. Der RAD habe lediglich gestützt auf die bei den Akten liegenden Berichte des Hausarztes Stellung genommen. Des Weitern rügt die Beschwerdeführerin, da von Dr. med. S.________ nicht ein Bericht im Sinne von ##C## einverlangt worden sei, sondern dieser fakt",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   2.1 Das kantonale Gericht hat die massgeblichen Bestimmungen und Grundsätze zum Begriff der Invalidität, zum Umfang des Rentenanspruchs, zur Ermittlung des Invaliditätsgrades nach der Methode des Einkommensvergleichs sowie zur Bedeutung ärztlicher Auskünfte im Rahmen der Invaliditätsschätzung zutreffend dargelegt. Darauf wird verwiesen. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Die Beschwerde hat eine Begründung zu enthalten, in welcher in gedrängter Form dargelegt wird, inwiefern der angefochtene Entscheid Recht verletzt, was eine sachbezogene Auseinandersetzung mit dessen Begründung erfordert. ",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Das kantonale Gericht hat die gesetzlichen Vorschriften zum Begriff der Invalidität, zu Beginn und Umfang des Rentenanspruchs, zur Ermittlung des Invaliditätsgrades nach der Methode des Einkommensvergleichs sowie zum Beginn des Rentenanspruchs zutreffend dargelegt. Darauf wird verwiesen. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]     6.3.1. Wie erwähnt, wurde ##C## mit der Einführung der eidgenössischen Zivilprozessordnung geändert. Die diesbezüglichen Materialien bieten keinen Aufschluss: Direkte Hinweise finden sich weder im Bericht der Expertenkommission zum Vorentwurf vom Juni 2003 noch in der Botschaft zur Schweizerischen Zivilprozessordnung vom 28. Juni 2006.",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Das kantonale Gericht hat die gesetzlichen Bestimmungen und Grundsätze zum Begriff der Invalidität, zum Anspruch auf eine Invalidenrente, zur Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der Einkommensvergleichsmethode und zum Beweiswert von medizinischen Berichten zutreffend dargelegt. Darauf wird verwiesen. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Aus diesen Gründen ist die Beschwerde abzuweisen, soweit darauf eingetreten werden kann. Bei diesem Ausgang trägt der Beschwerdeführer die Kosten des bundesgerichtlichen Verfahrens. ",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   3.2 Das kantonale Gericht hat in Anwendung des am 1. Januar 2003 in Kraft getretenen Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts vom 6. Oktober 2000 die gesetzlichen Bestimmungen und Grundsätze zum Begriff der Invalidität, zur Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der Einkommensvergleichsmethode sowie zu den Voraussetzungen und zum Umfang des Rentenanspruchs zutreffend dargelegt, wobei die am 1. Januar 2004 in Kraft getretenen Änderungen des IVG grundsätzlich ebenfalls Anwendung finden. Richtig wiedergegeben sind ferner die Grundsätze",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Die Vorinstanz hat die Bestimmungen und Grundsätze über den Begriff der Invalidität, die Ermittlung des Invaliditätsgrades bei erwerbstätigen Versicherten sowie die Voraussetzungen für einen Rentenanspruch und dessen Umfang richtig dargelegt. Dasselbe gilt hinsichtlich der Aufgabe des Arztes oder der Ärztin im Rahmen der Invaliditätsbemessung. Darauf wird verwiesen. ",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   2.2 Im angefochtenen Entscheid werden die Bestimmungen über die Voraussetzungen und den Umfang des Anspruchs auf eine Invalidenrente, die Ermittlung des Invaliditätsgrades bei Erwerbstätigen nach der allgemeinen Methode des Einkommensvergleichs sowie zur Aufgabe des Arztes oder der Ärztin bei der Invaliditätsbemessung und zum Beweiswert ärztlicher Berichte zutreffend dargelegt. Darauf wird verwiesen. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]         3.3  Der Begriff der Aue wird weder in der nicht abschliessenden Aufzählung von ##C## erwähnt noch in der Auenverordnung definiert. Auen sind dynamische Lebensräume, in denen Überschwemmung, Erosion, Ablagerung, Neubesiedlung und Alterung eine grosse Rolle spielen. Die volle Ausprägung und Stabilität erhält dieses Ökosystem sozusagen durch die Instabilität seiner Teile. Den Auen kommt grosse Bedeutung für die Erhaltung der Biodiversität zu. ",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Das kantonale Gericht hat die gesetzlichen Vorschriften zum Begriff der Invalidität, zu Beginn und Umfang des Rentenanspruchs, zur Ermittlung des Invaliditätsgrades nach der Methode des Einkommensvergleichs, zur Berechnung des Invaliditätsgrades mit Tabellenlöhnen und zum behinderungsbedingten Abzug vom hypothetischen Invalideneinkommen richtig dargelegt. Gleiches gilt hinsichtlich der Aufgabe des Arztes im Rahmen der Invaliditätsbemessung und zum Beweiswert von Arztberichten. Darauf wird verwiesen. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   dass die Vorinstanz die Bestimmungen und Grundsätze zu den Begriffen der Arbeitsunfähigkeit, Erwerbsunfähigkeit und Invalidität, zum Anspruch auf eine Invalidenrente sowie zum Beweiswert insbesondere von Gutachten externer Spezialärzte zutreffend dargelegt hat, ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Nach ##C## können die Versicherten ihr Wahlrecht im Einvernehmen mit dem Versicherer auf Leistungserbringer beschränken, die der Versicherer im Hinblick auf eine kostengünstigere Versorgung auswählt. Der Versicherer muss dann nur die Kosten für Leistungen übernehmen, die von diesen Leistungserbringern ausgeführt oder veranlasst werden; Absatz 2 gilt sinngemäss. Die gesetzlichen Pflichtleistungen sind in jedem Fall versichert. ",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Das kantonale Gericht hat die Bestimmungen und Grundsätze zum Begriff der Invalidität, zu den Ansprüchen auf Arbeitsvermittlung und auf eine Invalidenrente sowie zur Ermittlung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der Einkommensvergleichsmethode, teilweise unter Hinweis auf die Ausführungen im Einspracheentscheid, zutreffend dargelegt. Darauf wird verwiesen. ",1
